(0, 0)
(2, 1)
(4, 2)
(6, 3)
(8, 0)
(10, 1)
(12, 0)
(14, 1)
(16, 0)
(18, 1)
(20, 0)
(30, 3)
(32, 3)
(34, 1)
(36, 2)
(38, 0)
(40, 3)
(41, 3)
(42, 2)
(44, 0)
(46, 2)
(48, 0)
(50, 0)
(60, 2)
(62, 2)
(64, 0)
(66, 1)
(68, 3)
(70, 2)
(72, 2)
(73, 1)
(74, 3)
(76, 2)
(77, 3)
(79, 3)
(90, 1)
(92, 1)
(94, 1)
(96, 0)
(98, 2)
(100, 3)
(102, 1)
(104, 1)
(106, 0)
(108, 2)
(110, 3)
(112, 1)
(114, 0)
(116, 2)
(118, 3)
(120, 0)
(122, 2)
(124, 3)
(126, 0)
(128, 2)
average waiting time 9.06 
